No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code
365,TRD2022080902296,Binong,15811,Lengkong Wetan,15322,1,2,CTC23
366,TRD2022080902135,Binong,15811,Pondok Benda,15416,1,2,CTC23
367,TRD2022080902152,Binong,15811,Pondok Jagung Timur,15336,1,2,CTC23
368,TRD2022090803300,Binong,15811,Curug Kulon,15810,1,2,CTC23
369,TRD2022090803284,Binong,15811,Curug Kulon,15810,1,2,CTC23
370,TRD2022090803309,Binong,15811,Lengkong Karya,15310,1,2,CTC23
371,TRD2022090803340,Binong,15811,Lengkong Karya,15310,1,2,CTC23
372,TRD2022090803319,Binong,15811,Pondok Jagung Timur,15336,1,2,CTC23
373,TRD2022090803316,Binong,15811,Pondok Jagung Timur,15336,1,2,CTC23
374,TRD2022091207342,Binong,15811,Cempaka Putih,15411,1,2,CTC23
375,TRD2022091207352,Binong,15811,Gembong,15610,1,2,CTC23
376,TRD2022091207306,Binong,15811,Jurang Mangu Barat,15223,1,2,CTC23
377,TRD2022091207265,Binong,15811,Parung Serab,15153,1,2,CTC23
