No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,min_sla_api,max_sla_api,requestPayload,responsePayload
92,TRD2022082205194,JNE,45556,77212,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""77212"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":22,""minDuration"":16,""price"":275000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""aafa4c3739fad8072cf0558f7548195b"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":7,""minDuration"":5,""price"":84000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""35343dcbe52a92f1d238bb837e30b23c"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":98000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""8df4a61ac3f1ceaf7cc04b4ce7ed101c"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
93,TRD2022082302954,JNE,45556,92714,,5,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""92714"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":8,""minDuration"":6,""price"":76000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""83b6e5264f4e9969740a4320c6f96201"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":7,""minDuration"":5,""price"":89000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""352f5a9c4a4cee4540ab5d4194edea71"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
94,TRD2022082303913,JNE,45556,75765,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""75765"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":22,""minDuration"":16,""price"":245000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""e656cdd09dd7d4e4f19c6bd083de6a70"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":7,""minDuration"":5,""price"":81000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""9259436f13aad723d18d3355820ce674"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":95000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""9bd87b19b226f9814d0970ac564fd010"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
95,TRD2022082304052,JNE,45556,86313,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""86313"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":23,""minDuration"":17,""price"":360000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""39269c1d4a8c2e7d11dfa30b7666eedb"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":9,""minDuration"":5,""price"":105000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""3d12e690d26eb2f8caa9d14e640a65dc"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":122000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""42571bac3e060ce6b12f9234ff0da5bf"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
96,TRD2022082304064,JNE,45556,85231,,2,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""85231"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":21,""minDuration"":15,""price"":165000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""58f13204d4747bc38d01589b5059a392"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":82000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""be28c0cd4268654f0ab99ea8938252b5"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":3,""minDuration"":2,""price"":96000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""9efd3e0127b15abce0804c4c74c45f76"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
97,TRD2022082304861,JNE,45556,99351,,2,4,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""99351"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":27,""minDuration"":17,""price"":395000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""5e247050d2eb914f09fe490fd8a0af4f"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":157000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""e063aa79a0d76cab225999d4937d8070"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":4,""minDuration"":2,""price"":184000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""56c7b3bf75eb39a1fe0b60c8a0405b0e"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
98,TRD2022082400834,JNE,45556,35149,,2,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""35149"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":6,""minDuration"":5,""price"":65000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""7828050dac712a19ab8116cbf4f345d8"",""volumeWeight"":4,""weight"":1000}],""express"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":1,""minDuration"":1,""price"":1152000,""rateCode"":""SPS23"",""rateName"":""Super Speed"",""signedKey"":""95e4a34dc2d03d4743ddbbf0ae6b6e32"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":1,""minDuration"":1,""price"":52000,""rateCode"":""YES23"",""rateName"":""Yakin Esok Sampai"",""signedKey"":""84cc07d57187efe8faf0b658b373f594"",""volumeWeight"":1000,""weight"":1000}],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":3,""minDuration"":2,""price"":22000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""9b3604da99b374a1aa5201dfde83ee81"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":3,""minDuration"":2,""price"":26000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""531c8cc861d5c8cbf8d6ee66fce42759"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
99,TRD2022082401007,JNE,45556,85228,,2,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""85228"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":21,""minDuration"":15,""price"":165000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""18f65e4b42c2d7df3da06a4ba6cba173"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":82000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""7dac4b957966895e59f9e4431cbc700c"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":3,""minDuration"":2,""price"":96000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""12daed010f2fd8d66ce5ff23e0dbd89e"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
100,TRD2022082401544,JNE,45556,85231,,2,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""85231"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":21,""minDuration"":15,""price"":165000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""58f13204d4747bc38d01589b5059a392"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":82000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""be28c0cd4268654f0ab99ea8938252b5"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":3,""minDuration"":2,""price"":96000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""9efd3e0127b15abce0804c4c74c45f76"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
101,TRD2022082402986,JNE,45556,86419,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""86419"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":22,""minDuration"":16,""price"":300000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""9dddd1a6b78c67b4dc21909d0dad96bb"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":9,""minDuration"":5,""price"":92000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""3ea9934520ca13b1c0b6970af3e2aed9"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":109000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""23208d467aaa81c08f16c025a09c3d2a"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
102,TRD2022082403003,JNE,45556,41255,,4,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""41255"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":7,""minDuration"":6,""price"":100000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""9398811f09766c7be97891967563c252"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":6,""minDuration"":5,""price"":20000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""8ed8f7fc0f663a56221db12dd6987e75"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":4,""price"":23000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""c41a99a827aa25ec033ae64d718961e2"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
103,TRD2022082403065,JNE,45556,72211,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""72211"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":22,""minDuration"":16,""price"":195000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""7f54b0e8fc6bff8b9c858c3361fcdb66"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":7,""minDuration"":5,""price"":64000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""9c8aecca3214d258f3a2f83e17ef48c4"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":74000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""224b4dce47fbeb59f5d26bdd5c023a4b"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
104,TRD2022082403640,JNE,45556,93125,,2,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""93125"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":21,""minDuration"":15,""price"":285000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""ca558f742c0805d8e1d1b437f6828ee7"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":86000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""cb413f7edfae75ea6f70294cad64d4ea"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":3,""minDuration"":2,""price"":99000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""786e0b53f59cb241d82673fb879cd72d"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
105,TRD2022082501677,JNE,11450,77554,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""11450"",""destinationPostalCode"":""77554"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":21,""minDuration"":15,""price"":240000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""30a78ee827ff1b60bfd1e37f755d08cb"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":7,""minDuration"":5,""price"":77000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""fc1981c8b1d97e16851fc79bbb6800d0"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":90000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""a14f2b5cd812980a1d4892033844aa12"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
106,TRD2022082502374,JNE,45556,73112,,2,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""JNE""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""45556"",""destinationPostalCode"":""73112"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":1,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":21,""minDuration"":15,""price"":185000,""rateCode"":""JTR23"",""rateName"":""Trucking"",""signedKey"":""fef837a9431fc448329a5641e65b4b69"",""volumeWeight"":4,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":5,""minDuration"":3,""price"":53000,""rateCode"":""OKE23"",""rateName"":""Ongkos Kirim Ekonomis"",""signedKey"":""5c305f29f361468d8056db3754f5dae1"",""volumeWeight"":1000,""weight"":1000},{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/jne.png"",""logisticName"":""JNE"",""maxDuration"":3,""minDuration"":2,""price"":61000,""rateCode"":""REG23"",""rateName"":""Regular"",""signedKey"":""c9cb31d5cea59520bca9ec33b54c3ea4"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
