No,originDistrictName,originCityName,originProvince,originPostalCode,originLat,originLong,destDistrictName,destinationCityName,destProvince,destinationPostalCode,destinationLat,destinationLong
6020,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ayamaru Timur Selatan,Maybrat,Papua Barat,98461,0,0
6021,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ayamaru Utara Timur,Maybrat,Papua Barat,98461,0,0
6022,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mare,Bone,Sulawesi Selatan,92773,0,0
6023,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Anggi,Pegunungan Arfak,Papua Barat,98354,0,0
6024,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Anggi Gida,Pegunungan Arfak,Papua Barat,98354,0,0
6025,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Catubouw,Pegunungan Arfak,Papua Barat,98358,0,0
6026,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Didohu,Pegunungan Arfak,Papua Barat,98359,0,0
6027,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Hingk,Pegunungan Arfak,Papua Barat,98357,0,0
6028,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Membey,Pegunungan Arfak,Papua Barat,98354,0,0
6029,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Menyambouw (Minyambouw),Pegunungan Arfak,Papua Barat,98358,0,0
6030,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sururey,Pegunungan Arfak,Papua Barat,98359,0,0
6031,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Taige,Pegunungan Arfak,Papua Barat,98354,0,0
6032,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Testega,Pegunungan Arfak,Papua Barat,98315,0,0
6033,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ayau,Raja Ampat,Papua Barat,98481,0,0
6034,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Batanta Selatan,Raja Ampat,Papua Barat,98484,0,0
6035,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Batanta Utara,Raja Ampat,Papua Barat,98484,0,0
6036,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kepulauan Ayau,Raja Ampat,Papua Barat,98481,0,0
6037,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kepulauan Sembilan,Raja Ampat,Papua Barat,98483,0,0
6038,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kofiau,Raja Ampat,Papua Barat,98483,0,0
6039,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kota Waisai,Raja Ampat,Papua Barat,98482,0,0
6040,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Meos Mansar,Raja Ampat,Papua Barat,98482,0,0
6041,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Misool (Misool Utara),Raja Ampat,Papua Barat,98483,0,0
6042,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Misool Barat,Raja Ampat,Papua Barat,98483,0,0
6043,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Misool Selatan,Raja Ampat,Papua Barat,98483,0,0
6044,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Misool Timur,Raja Ampat,Papua Barat,98483,0,0
6045,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Salawati Barat,Raja Ampat,Papua Barat,98484,0,0
6046,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Salawati Tengah,Raja Ampat,Papua Barat,98484,0,0
6047,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Salawati Utara (Samate),Raja Ampat,Papua Barat,98484,0,0
6048,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Supnin,Raja Ampat,Papua Barat,98481,0,0
6049,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Teluk Mayalibit,Raja Ampat,Papua Barat,98482,0,0
6050,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Tiplol Mayalibit,Raja Ampat,Papua Barat,98482,0,0
6051,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Waigeo Barat,Raja Ampat,Papua Barat,98481,0,0
6052,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Waigeo Barat Kepulauan,Raja Ampat,Papua Barat,98481,0,0
6053,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Waigeo Selatan,Raja Ampat,Papua Barat,98482,0,0
6054,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Waigeo Timur,Raja Ampat,Papua Barat,98482,0,0
6055,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Waigeo Utara,Raja Ampat,Papua Barat,98481,0,0
6056,Medan Amplas,Medan,Sumatera Utara,20217,0,0,WARWARBOMI,Raja Ampat,Papua Barat,98481,0,0
6057,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Aimas,Sorong,Papua Barat,98457,0,0
6058,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Beraur,Sorong,Papua Barat,98453,0,0
6059,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Klabot,Sorong,Papua Barat,98453,0,0
6060,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Klamono,Sorong,Papua Barat,98456,0,0
6061,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Klaso,Sorong,Papua Barat,98472,0,0
6062,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Klawak,Sorong,Papua Barat,98453,0,0
6063,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Klayili,Sorong,Papua Barat,98471,0,0
6064,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Makbon,Sorong,Papua Barat,98471,0,0
6065,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mariat,Sorong,Papua Barat,98457,0,0
6066,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Maudus,Sorong,Papua Barat,98471,0,0
6067,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mayamuk,Sorong,Papua Barat,98451,0,0
6068,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Moisegen,Sorong,Papua Barat,98451,0,0
6069,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Salawati,Sorong,Papua Barat,98451,0,0
6070,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Salawati Selatan,Sorong,Papua Barat,98452,0,0
6071,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sayosa,Sorong,Papua Barat,98471,0,0
6072,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Seget,Sorong,Papua Barat,98452,0,0
6073,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Segun,Sorong,Papua Barat,98452,0,0
6074,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sorong,"Sorong, Kota",Papua Barat,98414,0,0
6075,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sorong Barat,"Sorong, Kota",Papua Barat,98412,0,0
6076,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sorong Kepulauan,"Sorong, Kota",Papua Barat,98413,0,0
6077,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sorong Manoi,"Sorong, Kota",Papua Barat,98415,0,0
6078,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sorong Timur,"Sorong, Kota",Papua Barat,98418,0,0
6079,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sorong Utara,"Sorong, Kota",Papua Barat,98410,0,0
6080,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Fokour,Sorong Selatan,Papua Barat,98456,0,0
6081,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Inanwatan (Inawatan),Sorong Selatan,Papua Barat,98455,0,0
6082,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kais (Matemani Kais),Sorong Selatan,Papua Barat,98455,0,0
6083,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kokoda,Sorong Selatan,Papua Barat,98455,0,0
6084,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kokoda Utara,Sorong Selatan,Papua Barat,98455,0,0
6085,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Konda,Konawe Selatan,Sulawesi Tenggara,93874,0,0
6086,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Matemani,Sorong Selatan,Papua Barat,98455,0,0
6087,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Moswaren,Sorong Selatan,Papua Barat,98454,0,0
6088,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Saifi,Sorong Selatan,Papua Barat,98454,0,0
6089,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sawiat,Sorong Selatan,Papua Barat,98456,0,0
6090,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Seremuk,Sorong Selatan,Papua Barat,98454,0,0
6091,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Teminabuan,Sorong Selatan,Papua Barat,98454,0,0
6092,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Wayer,Sorong Selatan,Papua Barat,98454,0,0
6093,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Abun,Tambrauw,Papua Barat,98473,0,0
6094,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Amberbaken,Tambrauw,Papua Barat,98371,0,0
6095,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Fef (Peef),Tambrauw,Papua Barat,98473,0,0
6096,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kebar,Tambrauw,Papua Barat,98372,0,0
6097,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kwoor,Tambrauw,Papua Barat,98473,0,0
6098,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Miyah (Meyah),Tambrauw,Papua Barat,98473,0,0
6099,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Moraid,Tambrauw,Papua Barat,98472,0,0
6100,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mubrani,Tambrauw,Papua Barat,98371,0,0
6101,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sausapor,Tambrauw,Papua Barat,98473,0,0
6102,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Senopi,Tambrauw,Papua Barat,98372,0,0
6103,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Syujak,Tambrauw,Papua Barat,98473,0,0
6104,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Yembun,Tambrauw,Papua Barat,98474,0,0
6105,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Aranday,Teluk Bintuni,Papua Barat,98365,0,0
6106,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Aroba,Teluk Bintuni,Papua Barat,98363,0,0
6107,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Babo,Teluk Bintuni,Papua Barat,98363,0,0
6108,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Bintuni,Teluk Bintuni,Papua Barat,98364,0,0
6109,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Biscoop,Teluk Bintuni,Papua Barat,98373,0,0
6110,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Dataran Beimes,Teluk Bintuni,Papua Barat,98364,0,0
6111,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Fafurwar (Irorutu),Teluk Bintuni,Papua Barat,98363,0,0
6112,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kaitaro,Teluk Bintuni,Papua Barat,98363,0,0
6113,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kamundan,Teluk Bintuni,Papua Barat,98365,0,0
6114,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kuri,Teluk Bintuni,Papua Barat,98363,0,0
6115,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Manimeri,Teluk Bintuni,Papua Barat,98364,0,0
6116,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Masyeta,Teluk Bintuni,Papua Barat,98373,0,0
6117,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mayado,Teluk Bintuni,Papua Barat,98365,0,0
6118,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Merdey,Teluk Bintuni,Papua Barat,98373,0,0
6119,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Moskona Barat,Teluk Bintuni,Papua Barat,98365,0,0
6120,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Moskona Selatan,Teluk Bintuni,Papua Barat,98365,0,0
6121,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Moskona Timur,Teluk Bintuni,Papua Barat,98373,0,0
6122,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Moskona Utara,Teluk Bintuni,Papua Barat,98373,0,0
6123,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sumuri (Simuri),Teluk Bintuni,Papua Barat,98363,0,0
6124,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Tembuni,Teluk Bintuni,Papua Barat,98364,0,0
6125,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Tomu,Teluk Bintuni,Papua Barat,98365,0,0
6126,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Tuhiba,Teluk Bintuni,Papua Barat,98364,0,0
6127,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Wamesa (Idoor),Teluk Bintuni,Papua Barat,98146,0,0
6128,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Weriagar,Teluk Bintuni,Papua Barat,98365,0,0
6129,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kuri Wamesa,Teluk Wondama,Papua Barat,98362,0,0
6130,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Naikere (Wasior Barat),Teluk Wondama,Papua Barat,98362,0,0
6131,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Nikiwar,Teluk Wondama,Papua Barat,98361,0,0
6132,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Rasiei,Teluk Wondama,Papua Barat,98362,0,0
6133,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Roon,Teluk Wondama,Papua Barat,98362,0,0
6134,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Roswar,Teluk Wondama,Papua Barat,98361,0,0
6135,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Rumberpon,Teluk Wondama,Papua Barat,98361,0,0
6136,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Soug Jaya,Teluk Wondama,Papua Barat,98361,0,0
6137,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Teluk Duairi (Wasior Utara),Teluk Wondama,Papua Barat,98362,0,0
6138,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Wamesa,Teluk Wondama,Papua Barat,98361,0,0
6139,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Wasior,Teluk Wondama,Papua Barat,98362,0,0
6140,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Windesi,Kepulauan Yapen (Yapen Waropen),Papua,98254,0,0
6141,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Wondiboy (Wasior Selatan),Teluk Wondama,Papua Barat,98362,0,0
6142,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Agats,Asmat,Papua,99777,0,0
6143,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Akat,Asmat,Papua,99779,0,0
6144,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Atsy / Atsj,Asmat,Papua,99776,0,0
6145,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ayip,Asmat,Papua,99776,0,0
6146,Medan Amplas,Medan,Sumatera Utara,20217,0,0,BECTBAMU,Asmat,Papua,99776,0,0
6147,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Der Koumur,Asmat,Papua,99773,0,0
6148,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Fayit,Asmat,Papua,99782,0,0
6149,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Jetsy,Asmat,Papua,99779,0,0
6150,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Joerat,Asmat,Papua,99778,0,0
6151,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kolf Braza,Asmat,Papua,99766,0,0
6152,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kopay,Asmat,Papua,99773,0,0
6153,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Pantai Kasuari,Asmat,Papua,99773,0,0
6154,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Pulau Tiga,Asmat,Papua,99778,0,0
6155,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Safan,Asmat,Papua,99773,0,0
6156,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sawa Erma,Asmat,Papua,99778,0,0
6157,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sirets,Asmat,Papua,99776,0,0
6158,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Suator,Asmat,Papua,99766,0,0
6159,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Suru-suru,Asmat,Papua,99778,0,0
6160,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Unir Sirau,Asmat,Papua,99778,0,0
6161,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Aimando Padaido,Biak Numfor,Papua,98158,0,0
6162,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Andey (Andei),Biak Numfor,Papua,98157,0,0
6163,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Biak Barat,Biak Numfor,Papua,98154,0,0
6164,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Biak Kota,Biak Numfor,Papua,98118,0,0
6165,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Biak Timur,Biak Numfor,Papua,98152,0,0
6166,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Biak Utara,Biak Numfor,Papua,98153,0,0
6167,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Bondifuar,Biak Numfor,Papua,98157,0,0
6168,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Bruyadori,Biak Numfor,Papua,98171,0,0
6169,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Numfor Barat,Biak Numfor,Papua,98172,0,0
6170,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Numfor Timur,Biak Numfor,Papua,98171,0,0
6171,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Oridek,Biak Numfor,Papua,98152,0,0
6172,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Orkeri,Biak Numfor,Papua,98172,0,0
6173,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Padaido,Biak Numfor,Papua,98158,0,0
6174,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Poiru,Biak Numfor,Papua,98171,0,0
6175,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Samofa,Biak Numfor,Papua,98156,0,0
6176,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Swandiwe,Biak Numfor,Papua,98154,0,0
6177,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Warsa,Biak Numfor,Papua,98157,0,0
6178,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Yawosi,Biak Numfor,Papua,98157,0,0
6179,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Yendidori,Biak Numfor,Papua,98155,0,0
6180,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ambatkwi (Ambatkui),Boven Digoel,Papua,99664,0,0
6181,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Arimop,Boven Digoel,Papua,99663,0,0
6182,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Bomakia,Boven Digoel,Papua,99663,0,0
6183,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Firiwage,Boven Digoel,Papua,99665,0,0
6184,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Fofi,Boven Digoel,Papua,99663,0,0
6185,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Iniyandit,Boven Digoel,Papua,99662,0,0
6186,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Jair,Boven Digoel,Papua,99661,0,0
6187,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kawagit,Boven Digoel,Papua,99665,0,0
6188,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ki,Boven Digoel,Papua,99661,0,0
6189,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kombay,Boven Digoel,Papua,99664,0,0
6190,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kombut,Boven Digoel,Papua,99662,0,0
6191,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kouh,Boven Digoel,Papua,99665,0,0
6192,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mandobo,Boven Digoel,Papua,99663,0,0
6193,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Manggelum,Boven Digoel,Papua,99665,0,0
6194,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mindiptana,Boven Digoel,Papua,99662,0,0
6195,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ninati,Boven Digoel,Papua,99664,0,0
6196,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sesnuk,Boven Digoel,Papua,99662,0,0
6197,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Subur,Boven Digoel,Papua,99661,0,0
6198,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Waropko,Boven Digoel,Papua,99664,0,0
6199,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Yaniruma,Boven Digoel,Papua,99664,0,0
6200,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Bowobado,Deiyai (Deliyai),Papua,98781,0,0
6201,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kapiraya,Deiyai (Deliyai),Papua,98727,0,0
6202,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Tigi,Deiyai (Deliyai),Papua,98764,0,0
6203,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Tigi Barat,Deiyai (Deliyai),Papua,98764,0,0
6204,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Tigi Timur,Deiyai (Deliyai),Papua,98771,0,0
6205,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Dogiyai,Dogiyai,Papua,98862,0,0
6206,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kamu,Dogiyai,Papua,98862,0,0
6207,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kamu Selatan,Dogiyai,Papua,98862,0,0
6208,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kamu Timur,Dogiyai,Papua,98863,0,0
6209,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mapia,Dogiyai,Papua,98854,0,0
6210,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mapia Barat,Dogiyai,Papua,98854,0,0
6211,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Mapia Tengah,Dogiyai,Papua,98854,0,0
6212,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Piyaiye (Sukikai),Dogiyai,Papua,98857,0,0
6213,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sukikai Selatan,Dogiyai,Papua,98857,0,0
6214,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Agisiga,Intan Jaya,Papua,98783,0,0
6215,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Biandoga,Intan Jaya,Papua,98784,0,0
6216,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Hitadipa,Intan Jaya,Papua,98768,0,0
6217,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Homeo (Homeyo),Intan Jaya,Papua,98767,0,0
6218,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sugapa,Intan Jaya,Papua,98768,0,0
6219,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Wandai,Intan Jaya,Papua,98784,0,0
6220,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Abepura,Jayapura,Papua,99221,0,0
6221,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Airu,"Jayapura, Kab.",Papua,99364,0,0
6222,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Demta,"Jayapura, Kab.",Papua,99354,0,0
6223,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Depapre,"Jayapura, Kab.",Papua,99353,0,0
6224,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ebungfau (Ebungfa),"Jayapura, Kab.",Papua,99352,0,0
6225,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Gresi Selatan,"Jayapura, Kab.",Papua,99357,0,0
6226,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Heram,Jayapura,Papua,99351,0,0
6227,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Jayapura Selatan,Jayapura,Papua,99224,0,0
6228,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Jayapura Utara,Jayapura,Papua,99113,0,0
6229,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kaureh,"Jayapura, Kab.",Papua,99364,0,0
6230,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kemtuk,"Jayapura, Kab.",Papua,99357,0,0
6231,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kemtuk Gresi,"Jayapura, Kab.",Papua,99357,0,0
6232,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Muara Tami,Jayapura,Papua,99351,0,0
6233,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Nambluong,"Jayapura, Kab.",Papua,99361,0,0
6234,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Nimbokrang,"Jayapura, Kab.",Papua,99362,0,0
6235,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Nimboran,"Jayapura, Kab.",Papua,99361,0,0
6236,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ravenirara,"Jayapura, Kab.",Papua,99353,0,0
6237,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sentani,"Jayapura, Kab.",Papua,99352,0,0
6238,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sentani Barat,"Jayapura, Kab.",Papua,99358,0,0
6239,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Sentani Timur,"Jayapura, Kab.",Papua,99359,0,0
6240,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Unurum Guay,"Jayapura, Kab.",Papua,99356,0,0
6241,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Waibu,"Jayapura, Kab.",Papua,99358,0,0
6242,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Yapsi,"Jayapura, Kab.",Papua,99364,0,0
6243,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Yokari,"Jayapura, Kab.",Papua,99354,0,0
6244,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Asologaima (Asalogaima),Jayawijaya,Papua,99554,0,0
6245,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Asolokobal,Jayawijaya,Papua,99501,0,0
6246,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Asotipo,Jayawijaya,Papua,99502,0,0
6247,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Bolakme,Jayawijaya,Papua,99557,0,0
6248,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Bpiri,Jayawijaya,Papua,99557,0,0
6249,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Bugi,Jayawijaya,Papua,99557,0,0
6250,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Hubikiak,Jayawijaya,Papua,99566,0,0
6251,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Hubikosi (Hobikosi),Jayawijaya,Papua,99566,0,0
6252,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Ibele,Jayawijaya,Papua,99566,0,0
6253,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Itlay Hisage,Jayawijaya,Papua,99511,0,0
6254,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Koragi,Jayawijaya,Papua,99557,0,0
6255,Medan Amplas,Medan,Sumatera Utara,20217,0,0,Kurulu,Jayawijaya,Papua,99552,0,0
