No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,min_sla_api,max_sla_api,requestPayload,responsePayload
67,TRD2022120202905,SAP Logistic,15811,21464,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""21464"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":10,""minDuration"":6,""price"":190000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""94d5492f4852cdd7ac98975026fa4013"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":57000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""44b500fe95a140c75b9dd51ffef610ae"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
68,TRD2022120202900,SAP Logistic,15811,95661,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""95661"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":17,""minDuration"":13,""price"":1700000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""77a512a43b8736c933bb622a8196ec6d"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":105000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""6464c24aeb701679fa47cfdc9337a5e3"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
69,TRD2022120202893,SAP Logistic,15811,57481,,2,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""57481"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":4,""price"":52500,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""aceab38f07d41acac25d938f3f305978"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":5,""minDuration"":2,""price"":30000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""da5bb8157dafb4bcdc0f6f6e4c32449b"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
70,TRD2022120202915,SAP Logistic,15811,26451,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""26451"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":10,""minDuration"":6,""price"":160000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""97e4915dc1a8979cb3f07ffba82eee7f"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":45000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""e150d25f74f401f5efda252ce1e6cb80"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
71,TRD2022120202908,SAP Logistic,15811,87284,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""87284"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":19,""minDuration"":15,""price"":1875000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""b175108ffef58d8d6da01458a1038d18"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":92000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""568fcbcc4a181aac8ebad8f7f492a409"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
72,TRD2022120202895,SAP Logistic,15811,40395,,2,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""40395"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":4,""price"":37500,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""78ae174fc9152f8355239793732b4460"",""volumeWeight"":1000,""weight"":1000}],""express"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":2,""minDuration"":1,""price"":20000,""rateCode"":""UDRONS"",""rateName"":""ODS"",""signedKey"":""9fa84c2f67829cd211f7cb7960030f5b"",""volumeWeight"":1000,""weight"":1000}],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":5,""minDuration"":2,""price"":12000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""5af1112edd94c91a9d27e26fa4bae761"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[{""durationType"":1,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":1,""minDuration"":0,""price"":53000,""rateCode"":""UDRSDS"",""rateName"":""Sameday"",""signedKey"":""04ed4f2c2fee4935d44b06ec08bc14cc"",""volumeWeight"":1000,""weight"":1000}]}"
73,TRD2022120202890,SAP Logistic,15811,77482,,3,8,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""77482"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":20,""minDuration"":15,""price"":4300000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""3daeb11bdbdcefb0c333d3f1c5f5ead4"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":8,""minDuration"":3,""price"":92000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""85ac7c1221db510f167a0906c87da2f4"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
74,TRD2022120202888,SAP Logistic,15811,77482,,3,8,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""77482"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":20,""minDuration"":15,""price"":4300000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""3daeb11bdbdcefb0c333d3f1c5f5ead4"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":8,""minDuration"":3,""price"":92000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""85ac7c1221db510f167a0906c87da2f4"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
75,TRD2022120202891,SAP Logistic,15811,61257,,2,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""61257"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":4,""price"":52500,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""e07a6bbb106334e71be0f0764b3a3c47"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":5,""minDuration"":2,""price"":21000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""85828ae93897903c3fc6c853be13ea42"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
76,TRD2022120202877,SAP Logistic,15811,33681,,3,9,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""33681"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":12,""minDuration"":6,""price"":220000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""fdd607a41f92d7b3b86dc0bc7986c18a"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":9,""minDuration"":3,""price"":46000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""a61e42d7fc6e7639f27f21e22dcdb26d"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
77,TRD2022120202902,SAP Logistic,15811,31356,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""31356"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":10,""minDuration"":6,""price"":145000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""46fc9e9670764c8063216e42f895c95f"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":46000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""b63247fde37560a66f99f21017c61546"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
78,TRD2022120202889,SAP Logistic,15811,21273,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""21273"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":10,""minDuration"":6,""price"":190000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""157f6168728fa336c890f62a7bc2e59e"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":58000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""d4b0e1b410929dc622d19db20c228355"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
79,TRD2022120202883,SAP Logistic,15811,92755,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""92755"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":17,""minDuration"":13,""price"":705000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""3459a3d6c0bee9a41928d232770f4425"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":69000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""c6d2b83139b5ce3a4dac996d412cd067"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
80,TRD2022120202909,SAP Logistic,15811,93791,,3,9,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""93791"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":19,""minDuration"":13,""price"":1500000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""954a1280e853465354147b4813e2ce6d"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":9,""minDuration"":3,""price"":85000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""4a7f19a06ebca945cd82b60575166763"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
81,TRD2022120202896,SAP Logistic,15811,93464,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""93464"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":17,""minDuration"":13,""price"":1425000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""f86c6a486816219f07e098ebac779c02"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":86000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""ce70291deafb0944a449b81b5c91e766"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
82,TRD2022120202872,SAP Logistic,15811,37372,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""37372"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":10,""minDuration"":6,""price"":175000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""86e3cd9351ef85d271792b72f165e201"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":55000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""92d33011b583d1df5aa534f54a127e7e"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
83,TRD2022120202881,SAP Logistic,15811,35362,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""35362"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":10,""minDuration"":6,""price"":120000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""7c99c7c4dfdbd7c77091fd98b218a3ec"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":49000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""1c5c150734cec0a58b6f229a8f3bfc94"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
84,TRD2022120202879,SAP Logistic,15811,29439,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""29439"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":8,""minDuration"":6,""price"":205000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""5aeb559499efb425fc110bff9704fb58"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":5,""minDuration"":3,""price"":37000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""ed47dad8cc893c915519aae57adc5c01"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
85,TRD2022120202901,SAP Logistic,15811,28451,,3,7,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""SAP""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15811"",""destinationPostalCode"":""28451"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":1000,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":10,""minDuration"":6,""price"":145000,""rateCode"":""DRGREG"",""rateName"":""Kargo Darat"",""signedKey"":""7d864d2313dc30033612205a14a4e4d4"",""volumeWeight"":1000,""weight"":1000}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/sap-express.png"",""logisticName"":""SAP Logistic"",""maxDuration"":7,""minDuration"":3,""price"":50000,""rateCode"":""UDRREG"",""rateName"":""Regular"",""signedKey"":""6d82711e77d6e91fe2ada6c10ce0912c"",""volumeWeight"":1000,""weight"":1000}],""sameDay"":[]}"
