No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code
1,TRD2022081801993,Bunderan,61153,Air Belo,33351,5,7,SIUNT
2,TRD2022081801988,Bunderan,61153,A M P L A S,20148,2,4,SIUNT
3,TRD2022081801996,Bunderan,61153,Balam Sempurna Kota,28992,7,10,SIUNT
4,TRD2022081801992,Bunderan,61153,Banguntapan,55198,4,6,SIUNT
5,TRD2022081801997,Bunderan,61153,Bengkol,95251,2,4,SIUNT
6,TRD2022081801985,Bunderan,61153,Beo Sepang,86754,12,23,SIUNT
7,TRD2022081801989,Bunderan,61153,Bukit Tunggal,73112,2,3,SIUNT
8,TRD2022081801991,Bunderan,61153,Dangin Puri Kaja,80234,2,3,SIUNT
9,TRD2022081802000,Bunderan,61153,Diha,84173,9,11,SIUNT
10,TRD2022081801995,Bunderan,61153,Kiri Tana (Kiritana),87114,12,23,SIUNT
11,TRD2022081801987,Bunderan,61153,Lancang Garam,24351,9,10,SIUNT
12,TRD2022081801984,Bunderan,61153,Lengkong,40287,2,3,SIUNT
13,TRD2022081801998,Bunderan,61153,Meunasah Blang /Blt,24352,9,10,SIUNT
14,TRD2022081802003,Bunderan,61153,Ngaglik,65311,2,3,SIUNT
15,TRD2022081801986,Bunderan,61153,Pal Lima,78114,4,6,SIUNT
16,TRD2022081801994,Bunderan,61153,Pemecutan,80231,2,3,SIUNT
17,TRD2022081801990,Bunderan,61153,Sei/Sungai Jawi,78822,7,10,SIUNT
18,TRD2022081801999,Bunderan,61153,Selalong,79582,5,8,SIUNT
19,TRD2022081802002,Bunderan,61153,Sokkolia,92171,7,9,SIUNT
20,TRD2022081802001,Bunderan,61153,Tanjung Leidong,21475,7,10,SIUNT
21,TRD2022081802007,Bunderan,61153,Baya,94723,11,13,SIUNT
22,TRD2022081802006,Bunderan,61153,Kota Tanjung Pandan,33411,7,8,SIUNT
23,TRD2022081802081,Bunderan,61153,Afulu,22857,13,16,SIUNT
24,TRD2022081802101,Bunderan,61153,Anduonohu,93231,3,4,SIUNT
25,TRD2022081802121,Bunderan,61153,Antang,90234,2,3,SIUNT
26,TRD2022081802053,Bunderan,61153,Aren Jaya,17112,1,2,SIUNT
27,TRD2022081802072,Bunderan,61153,Balai Batu Sandaran,27422,6,8,SIUNT
28,TRD2022081802097,Bunderan,61153,Bale Kambang,13530,1,2,SIUNT
29,TRD2022081802088,Bunderan,61153,Baloi Permai,29431,3,4,SIUNT
30,TRD2022081802089,Bunderan,61153,Bangunharjo,50138,2,3,SIUNT
31,TRD2022081802073,Bunderan,61153,Bangun Jaya,92972,7,9,SIUNT
32,TRD2022081802122,Bunderan,61153,Banjar Tengah,82218,6,9,SIUNT
33,TRD2022081802075,Bunderan,61153,Barumbung,91352,5,7,SIUNT
34,TRD2022081802051,Bunderan,61153,Batangkaluku,92117,5,7,SIUNT
35,TRD2022081802125,Bunderan,61153,Batu Nindan,73564,9,11,SIUNT
36,TRD2022081802069,Bunderan,61153,Bentenan Satu,95997,9,12,SIUNT
37,TRD2022081802132,Bunderan,61153,Bonder (Bondir),83572,7,9,SIUNT
38,TRD2022081802093,Bunderan,61153,Bugis,75121,3,5,SIUNT
39,TRD2022081802060,Bunderan,61153,Bukit Duri,12840,1,2,SIUNT
40,TRD2022081802054,Bunderan,61153,Bukit Sari,33123,3,4,SIUNT
41,TRD2022081802083,Bunderan,61153,Cibodas Baru,15138,1,2,SIUNT
42,TRD2022081802063,Bunderan,61153,Cibubur,13720,1,2,SIUNT
43,TRD2022081802047,Bunderan,61153,Cigadung,41213,3,5,SIUNT
44,TRD2022081802118,Bunderan,61153,Cikalang,46114,4,5,SIUNT
45,TRD2022081802133,Bunderan,61153,Cipete Utara,12150,1,2,SIUNT
46,TRD2022081802070,Bunderan,61153,Dasan Agung Baru,83125,3,5,SIUNT
47,TRD2022081802052,Bunderan,61153,Debong Lor,52115,3,4,SIUNT
48,TRD2022081802074,Bunderan,61153,Gaharu,20235,2,4,SIUNT
49,TRD2022081802049,Bunderan,61153,Galur,10530,1,2,SIUNT
50,TRD2022081802134,Bunderan,61153,Gedong Pakuan/Pakuon,35222,2,3,SIUNT
51,TRD2022081802078,Bunderan,61153,Genting Tanah,75557,12,23,SIUNT
52,TRD2022081802082,Bunderan,61153,Glagah Harjo,55583,1,2,SIUNT
53,TRD2022081802091,Bunderan,61153,Grogol,11450,1,2,SIUNT
54,TRD2022081802056,Bunderan,61153,Hargobinangun,55582,1,2,SIUNT
55,TRD2022081802131,Bunderan,61153,Jantuk,83652,9,11,SIUNT
56,TRD2022081802124,Bunderan,61153,Jatibening Baru,17412,1,2,SIUNT
57,TRD2022081802100,Bunderan,61153,Kacaribu,22111,6,8,SIUNT
58,TRD2022081802080,Bunderan,61153,Kaliputu,59312,3,4,SIUNT
59,TRD2022081802137,Bunderan,61153,Kamoning,69216,3,4,SIUNT
60,TRD2022081802050,Bunderan,61153,Kampung Bandar,28153,2,4,SIUNT
61,TRD2022081802090,Bunderan,61153,Karangharjo,68466,4,6,SIUNT
62,TRD2022081802135,Bunderan,61153,Kasiyan,68164,4,6,SIUNT
63,TRD2022081802104,Bunderan,61153,Kasunyatan,42191,1,2,SIUNT
64,TRD2022081802114,Bunderan,61153,Kawatuna,94233,3,4,SIUNT
65,TRD2022081802092,Bunderan,61153,Kayu Putih,85228,4,6,SIUNT
66,TRD2022081802105,Bunderan,61153,Keban Agung,32272,5,7,SIUNT
67,TRD2022081802140,Bunderan,61153,Kebunayu,83363,7,9,SIUNT
68,TRD2022081802045,Bunderan,61153,Kedungguwo,63391,4,6,SIUNT
69,TRD2022081802059,Bunderan,61153,Kedungrejo,68472,4,6,SIUNT
70,TRD2022081802086,Bunderan,61153,Komperta,30268,3,4,SIUNT
71,TRD2022081802111,Bunderan,61153,Kota Tanjung Pandan,33411,7,8,SIUNT
72,TRD2022081802128,Bunderan,61153,Koto Tangah,26128,6,8,SIUNT
73,TRD2022081802130,Bunderan,61153,Koya,95618,7,10,SIUNT
74,TRD2022081802087,Bunderan,61153,Kuanino,85119,4,6,SIUNT
75,TRD2022081802109,Bunderan,61153,Kulim,28286,2,4,SIUNT
76,TRD2022081802136,Bunderan,61153,Labuhan Alas,84353,11,13,SIUNT
77,TRD2022081802123,Bunderan,61153,Lateri,97231,3,4,SIUNT
78,TRD2022081802043,Bunderan,61153,Lengkong,40287,2,3,SIUNT
79,TRD2022081802095,Bunderan,61153,Lepolima,86116,12,23,SIUNT
80,TRD2022081802107,Bunderan,61153,Lera,92971,7,9,SIUNT
81,TRD2022081802071,Bunderan,61153,Lingkar Barat,38221,3,4,SIUNT
82,TRD2022081802127,Bunderan,61153,Lolo,76251,5,8,SIUNT
83,TRD2022081802120,Bunderan,61153,Manembo Nembo Tengah,95545,6,8,SIUNT
84,TRD2022081802110,Bunderan,61153,Mangkio Baru,94711,8,9,SIUNT
85,TRD2022081802066,Bunderan,61153,Mekarsari,16452,1,2,SIUNT
86,TRD2022081802117,Bunderan,61153,Ngestiharjo,55182,4,6,SIUNT
87,TRD2022081802094,Bunderan,61153,Pagergunung,66191,4,6,SIUNT
88,TRD2022081802067,Bunderan,61153,Pakis,68419,3,4,SIUNT
89,TRD2022081802077,Bunderan,61153,Parung Serab,15153,1,2,SIUNT
90,TRD2022081802115,Bunderan,61153,Pasrujambe,67361,4,6,SIUNT
91,TRD2022081802112,Bunderan,61153,Paya Tusam,20811,6,8,SIUNT
92,TRD2022081802061,Bunderan,61153,Pemecutan,80231,2,3,SIUNT
93,TRD2022081802126,Bunderan,61153,Petak,61374,2,3,SIUNT
94,TRD2022081802138,Bunderan,61153,Pondok Jagung Timur,15336,1,2,SIUNT
95,TRD2022081802139,Bunderan,61153,Prasung,61252,2,3,SIUNT
96,TRD2022081802064,Bunderan,61153,Rahampuu,93781,11,13,SIUNT
97,TRD2022081802068,Bunderan,61153,Ranai Darat,29783,13,24,SIUNT
98,TRD2022081802076,Bunderan,61153,Rapak Lambur,75511,6,8,SIUNT
99,TRD2022081802085,Bunderan,61153,Rengas,15412,1,2,SIUNT
100,TRD2022081802065,Bunderan,61153,Saluassing,91371,7,9,SIUNT
101,TRD2022081802102,Bunderan,61153,Sangiang Jaya,15132,1,2,SIUNT
102,TRD2022081802113,Bunderan,61153,Sario Kotabaru,95115,2,4,SIUNT
103,TRD2022081802055,Bunderan,61153,Seberang Tembilahan Barat,29212,6,8,SIUNT
104,TRD2022081802084,Bunderan,61153,Selalong,79582,5,8,SIUNT
105,TRD2022081802058,Bunderan,61153,Selat Panjang Timur,28753,7,10,SIUNT
106,TRD2022081802098,Bunderan,61153,Sidole Timur,94474,9,11,SIUNT
107,TRD2022081802116,Bunderan,61153,Sukaharja,78813,7,10,SIUNT
108,TRD2022081802119,Bunderan,61153,Sukodadi,30154,3,4,SIUNT
109,TRD2022081802129,Bunderan,61153,Sungai Nangka,76114,2,3,SIUNT
110,TRD2022081802106,Bunderan,61153,Talang Semut,30136,3,4,SIUNT
111,TRD2022081802046,Bunderan,61153,Tanjung Palas Ilir/Hilir,77211,12,14,SIUNT
112,TRD2022081802108,Bunderan,61153,Tarutung,37175,7,10,SIUNT
113,TRD2022081802103,Bunderan,61153,Trate,61114,2,3,SIUNT
114,TRD2022081802044,Bunderan,61153,Tumbang Rungan,73111,2,3,SIUNT
115,TRD2022081802062,Bunderan,61153,Tumori Balohili,22811,13,24,SIUNT
116,TRD2022081802079,Bunderan,61153,Wawolatoma,93461,9,11,SIUNT
117,TRD2022081802099,Bunderan,61153,West Cengkareng,11730,1,2,SIUNT
118,TRD2022081802096,Bunderan,61153,West Cengkareng,11730,1,2,SIUNT
119,TRD2022081802146,Binong,15811,Banjer,95125,1,3,SIUNT
120,TRD2022081802145,Binong,15811,Baru,13780,1,2,SIUNT
121,TRD2022081802147,Binong,15811,Sukasari,16350,1,2,SIUNT
122,TRD2022081802149,Jelambar Baru,11460,Benoa,80361,4,7,SIUNT
123,TRD2022081802151,Jelambar Baru,11460,Birobuli Utara,94231,2,4,SIUNT
124,TRD2022081802152,Jelambar Baru,11460,Darat Sekip,78117,3,5,SIUNT
125,TRD2022081802153,Jelambar Baru,11460,Jantuk,83652,7,10,SIUNT
126,TRD2022081802148,Jelambar Baru,11460,Kaposang/Keposang,33783,3,6,SIUNT
127,TRD2022081802156,Jelambar Baru,11460,Kebondalem,42433,1,2,SIUNT
128,TRD2022081802155,Jelambar Baru,11460,Kebun Teluk Panji,21464,5,9,SIUNT
129,TRD2022081802154,Jelambar Baru,11460,Melak Ulu,75765,5,8,SIUNT
130,TRD2022081802150,Jelambar Baru,11460,Sidorukun,61124,3,6,SIUNT
131,TRD2022081802192,Kali Rungkut,60119,Abadijaya,16417,1,2,SIUNT
132,TRD2022081802390,Kali Rungkut,60119,Ahusen,97127,3,4,SIUNT
133,TRD2022081802341,Kali Rungkut,60119,Air Lintang,31311,4,5,SIUNT
134,TRD2022081802339,Kali Rungkut,60119,Air Tawar Barat,25132,4,5,SIUNT
135,TRD2022081802277,Kali Rungkut,60119,Ajang,74173,9,11,SIUNT
136,TRD2022081802357,Kali Rungkut,60119,Ambarketawang,55294,1,2,SIUNT
137,TRD2022081802260,Kali Rungkut,60119,Ampenan Selatan,83114,3,5,SIUNT
138,TRD2022081802282,Kali Rungkut,60119,Anaiwoi,93118,3,4,SIUNT
139,TRD2022081802401,Kali Rungkut,60119,Angke,11330,1,2,SIUNT
140,TRD2022081802408,Kali Rungkut,60119,Anrong Appaka,90612,3,5,SIUNT
141,TRD2022081802224,Kali Rungkut,60119,Antang,90234,2,3,SIUNT
142,TRD2022081802317,Kali Rungkut,60119,Antapani Tengah,40291,2,3,SIUNT
143,TRD2022081802399,Kali Rungkut,60119,Argasunya,45145,2,3,SIUNT
144,TRD2022081802221,Kali Rungkut,60119,Atakkae,90915,7,9,SIUNT
145,TRD2022081802228,Kali Rungkut,60119,Atananga,94976,11,13,SIUNT
146,TRD2022081802383,Kali Rungkut,60119,Babakan,45612,3,4,SIUNT
147,TRD2022081802286,Kali Rungkut,60119,Badean,68214,3,4,SIUNT
148,TRD2022081802292,Kali Rungkut,60119,Bagendung,42419,1,2,SIUNT
149,TRD2022081802367,Kali Rungkut,60119,Baharu Selatan,72115,7,10,SIUNT
150,TRD2022081802259,Kali Rungkut,60119,Bahomakmur,94974,9,11,SIUNT
151,TRD2022081802400,Kali Rungkut,60119,Bah Sorma,21139,6,8,SIUNT
152,TRD2022081802268,Kali Rungkut,60119,Bailangu Timur,30711,4,5,SIUNT
153,TRD2022081802276,Kali Rungkut,60119,Balanga,94753,11,13,SIUNT
154,TRD2022081802291,Kali Rungkut,60119,Bale Kambang,13530,1,2,SIUNT
155,TRD2022081802312,Kali Rungkut,60119,Bali Mester,13310,1,2,SIUNT
156,TRD2022081802222,Kali Rungkut,60119,Baloi Permai,29431,3,4,SIUNT
157,TRD2022081802255,Kali Rungkut,60119,Baloi Permai,29431,3,4,SIUNT
158,TRD2022081802165,Kali Rungkut,60119,Baloi Permai,29431,3,4,SIUNT
159,TRD2022081802358,Kali Rungkut,60119,Baloi Permai,29431,3,4,SIUNT
160,TRD2022081802342,Kali Rungkut,60119,Bandar Baru,23126,5,6,SIUNT
161,TRD2022081802366,Kali Rungkut,60119,Bandar Lor,63118,2,3,SIUNT
162,TRD2022081802220,Kali Rungkut,60119,Bandung,42176,4,6,SIUNT
163,TRD2022081802353,Kali Rungkut,60119,Bantarjati,16153,1,2,SIUNT
164,TRD2022081802242,Kali Rungkut,60119,Bantuas,75253,3,5,SIUNT
165,TRD2022081802330,Kali Rungkut,60119,Bara-Baraya Timur,90143,2,3,SIUNT
166,TRD2022081802347,Kali Rungkut,60119,Baru,94221,3,4,SIUNT
167,TRD2022081802252,Kali Rungkut,60119,Batang Beruh,22212,6,8,SIUNT
168,TRD2022081802249,Kali Rungkut,60119,Batangkaluku,92117,5,7,SIUNT
169,TRD2022081802173,Kali Rungkut,60119,Bataraguru,93714,8,9,SIUNT
170,TRD2022081802272,Kali Rungkut,60119,Batu Ampar,76136,2,3,SIUNT
171,TRD2022081802231,Kali Rungkut,60119,Batu Ampar,76136,2,3,SIUNT
172,TRD2022081802185,Kali Rungkut,60119,Baturetno,62318,3,4,SIUNT
173,TRD2022081802285,Kali Rungkut,60119,Beji,16421,1,2,SIUNT
174,TRD2022081802365,Kali Rungkut,60119,Beji,16421,1,2,SIUNT
175,TRD2022081802310,Kali Rungkut,60119,Beji,16431,1,2,SIUNT
176,TRD2022081802227,Kali Rungkut,60119,Belutu,28686,7,10,SIUNT
177,TRD2022081802298,Kali Rungkut,60119,Bendungan Hilir,10210,1,2,SIUNT
178,TRD2022081802288,Kali Rungkut,60119,Bengkol,95251,2,4,SIUNT
179,TRD2022081802239,Kali Rungkut,60119,Benoa,80361,4,6,SIUNT
180,TRD2022081802324,Kali Rungkut,60119,Beringin Raya,35158,2,3,SIUNT
181,TRD2022081802364,Kali Rungkut,60119,Beringin Raya,35158,2,3,SIUNT
182,TRD2022081802335,Kali Rungkut,60119,Beriwit,73911,7,10,SIUNT
183,TRD2022081802253,Kali Rungkut,60119,Bintara,17134,1,2,SIUNT
184,TRD2022081802212,Kali Rungkut,60119,Bira,90243,2,3,SIUNT
185,TRD2022081802359,Kali Rungkut,60119,Blubuk,52255,4,6,SIUNT
186,TRD2022081802206,Kali Rungkut,60119,Bojongsari,45214,3,4,SIUNT
187,TRD2022081802218,Kali Rungkut,60119,Bontorannu,90126,2,3,SIUNT
188,TRD2022081802198,Kali Rungkut,60119,Bua Kana,90222,2,3,SIUNT
189,TRD2022081802233,Kali Rungkut,60119,Bugis,77312,5,8,SIUNT
190,TRD2022081802178,Kali Rungkut,60119,Bukit Pinang,75124,3,5,SIUNT
191,TRD2022081802245,Kali Rungkut,60119,Bulogading,90111,2,3,SIUNT
192,TRD2022081802325,Kali Rungkut,60119,Bulustalan,50246,2,3,SIUNT
193,TRD2022081802410,Kali Rungkut,60119,Bumiayu,38216,3,4,SIUNT
194,TRD2022081802343,Kali Rungkut,60119,Bumirejo,59163,4,6,SIUNT
195,TRD2022081802321,Kali Rungkut,60119,Bunulrejo,65123,1,2,SIUNT
196,TRD2022081802266,Kali Rungkut,60119,Burangkeng,17320,2,3,SIUNT
197,TRD2022081802381,Kali Rungkut,60119,Cakung Barat,13910,1,2,SIUNT
198,TRD2022081802258,Kali Rungkut,60119,Cempaka Putih,15411,1,2,SIUNT
199,TRD2022081802177,Kali Rungkut,60119,Cempaka Putih Barat,10520,1,2,SIUNT
200,TRD2022081802232,Kali Rungkut,60119,Cengkareng Barat,11830,1,2,SIUNT
201,TRD2022081802194,Kali Rungkut,60119,Cengkong,41373,2,3,SIUNT
202,TRD2022081802354,Kali Rungkut,60119,Cerme,62273,4,6,SIUNT
203,TRD2022081802316,Kali Rungkut,60119,Cibinong,16911,1,2,SIUNT
204,TRD2022081802179,Kali Rungkut,60119,Cibinong,16911,1,2,SIUNT
205,TRD2022081802385,Kali Rungkut,60119,Cideng,10150,1,2,SIUNT
206,TRD2022081802378,Kali Rungkut,60119,Cilandak Barat,12430,1,2,SIUNT
207,TRD2022081802201,Kali Rungkut,60119,Cilandak Barat,12430,1,2,SIUNT
208,TRD2022081802301,Kali Rungkut,60119,Cilandak Barat,12430,1,2,SIUNT
209,TRD2022081802200,Kali Rungkut,60119,Cilandak Timur,12560,1,2,SIUNT
210,TRD2022081802352,Kali Rungkut,60119,Cilincing,14120,1,2,SIUNT
211,TRD2022081802162,Kali Rungkut,60119,Cimerang,40553,5,7,SIUNT
212,TRD2022081802275,Kali Rungkut,60119,Cimuncang,44113,3,5,SIUNT
213,TRD2022081802214,Kali Rungkut,60119,Cimuncang,42111,1,2,SIUNT
214,TRD2022081802166,Kali Rungkut,60119,Cimuncang,42111,1,2,SIUNT
215,TRD2022081802257,Kali Rungkut,60119,Cimuncang,42111,1,2,SIUNT
216,TRD2022081802386,Kali Rungkut,60119,Cimuncang,42111,1,2,SIUNT
217,TRD2022081802404,Kali Rungkut,60119,Cipadung,40614,2,3,SIUNT
218,TRD2022081802405,Kali Rungkut,60119,Cipaku,16133,1,2,SIUNT
219,TRD2022081802392,Kali Rungkut,60119,Cipenjo,16820,1,2,SIUNT
220,TRD2022081802295,Kali Rungkut,60119,Cipeundeuy,40558,5,7,SIUNT
221,TRD2022081802187,Kali Rungkut,60119,Cisalak,43275,5,7,SIUNT
222,TRD2022081802263,Kali Rungkut,60119,Citangkil,42441,1,2,SIUNT
223,TRD2022081802204,Kali Rungkut,60119,Curug Kulon,15810,1,2,SIUNT
224,TRD2022081802387,Kali Rungkut,60119,Dangin Puri Kaja,80234,2,3,SIUNT
225,TRD2022081802199,Kali Rungkut,60119,Darat Sekip,78117,4,6,SIUNT
226,TRD2022081802319,Kali Rungkut,60119,Darat Sekip,78117,4,6,SIUNT
227,TRD2022081802338,Kali Rungkut,60119,Derwati,40292,2,3,SIUNT
228,TRD2022081802320,Kali Rungkut,60119,Drajat,45133,2,3,SIUNT
229,TRD2022081802396,Kali Rungkut,60119,Dukuh Kupang,60189,1,2,SIUNT
230,TRD2022081802223,Kali Rungkut,60119,Dukuh Kupang,60189,1,2,SIUNT
231,TRD2022081802297,Kali Rungkut,60119,Dukuh Menanggal,60234,1,2,SIUNT
232,TRD2022081802261,Kali Rungkut,60119,Dukuh Setro,60138,1,2,SIUNT
233,TRD2022081802207,Kali Rungkut,60119,Dumai Kota,28811,6,8,SIUNT
234,TRD2022081802393,Kali Rungkut,60119,Duren Sawit,13440,1,2,SIUNT
235,TRD2022081802305,Kali Rungkut,60119,Duri Kepa,11510,1,2,SIUNT
236,TRD2022081802164,Kali Rungkut,60119,Duri Kepa,11510,1,2,SIUNT
237,TRD2022081802283,Kali Rungkut,60119,Duri Kepa,11510,1,2,SIUNT
238,TRD2022081802361,Kali Rungkut,60119,Duri Kepa,11510,1,2,SIUNT
239,TRD2022081802289,Kali Rungkut,60119,Embong Kaliasin,60271,1,2,SIUNT
240,TRD2022081802271,Kali Rungkut,60119,Gaharu,20235,2,4,SIUNT
241,TRD2022081802348,Kali Rungkut,60119,Garuda,40184,2,3,SIUNT
242,TRD2022081802328,Kali Rungkut,60119,Gaung Baru,73229,2,3,SIUNT
243,TRD2022081802374,Kali Rungkut,60119,Gayuhan,63581,4,6,SIUNT
244,TRD2022081802389,Kali Rungkut,60119,Gebugan,50552,4,6,SIUNT
245,TRD2022081802197,Kali Rungkut,60119,Gedong Meneng,35145,2,3,SIUNT
246,TRD2022081802398,Kali Rungkut,60119,Girian Atas,95544,6,8,SIUNT
247,TRD2022081802293,Kali Rungkut,60119,Glodok,11120,1,2,SIUNT
248,TRD2022081802208,Kali Rungkut,60119,Gondangsari,57691,4,6,SIUNT
249,TRD2022081802412,Kali Rungkut,60119,Gondosuli,56415,2,3,SIUNT
250,TRD2022081802331,Kali Rungkut,60119,Grogol,11450,1,2,SIUNT
251,TRD2022081802382,Kali Rungkut,60119,Gumpang,57169,3,4,SIUNT
252,TRD2022081802287,Kali Rungkut,60119,Guntung Paikat,70713,4,6,SIUNT
253,TRD2022081802368,Kali Rungkut,60119,Guntung Paikat,70713,4,6,SIUNT
254,TRD2022081802170,Kali Rungkut,60119,Guntur,12980,1,2,SIUNT
255,TRD2022081802215,Kali Rungkut,60119,Gunung Elai,75311,3,4,SIUNT
256,TRD2022081802351,Kali Rungkut,60119,Gunung Sari Ilir,76121,2,3,SIUNT
257,TRD2022081802376,Kali Rungkut,60119,Hangtuah,28462,9,12,SIUNT
258,TRD2022081802160,Kali Rungkut,60119,Harapan Baru,72169,9,12,SIUNT
259,TRD2022081802229,Kali Rungkut,60119,Helumo,96525,9,11,SIUNT
260,TRD2022081802314,Kali Rungkut,60119,Jatikarya,17435,1,2,SIUNT
261,TRD2022081802309,Kali Rungkut,60119,Jatimulya,17511,2,3,SIUNT
262,TRD2022081802169,Kali Rungkut,60119,Jatirahayu,17414,1,2,SIUNT
263,TRD2022081802350,Kali Rungkut,60119,Joglo,11640,1,2,SIUNT
264,TRD2022081802256,Kali Rungkut,60119,Kabar,83671,9,11,SIUNT
265,TRD2022081802391,Kali Rungkut,60119,Kalangsari,41352,2,3,SIUNT
266,TRD2022081802274,Kali Rungkut,60119,Kalawat,95378,7,10,SIUNT
267,TRD2022081802273,Kali Rungkut,60119,Kalipucang Wetan,51216,3,4,SIUNT
268,TRD2022081802168,Kali Rungkut,60119,Kapuk,14470,1,2,SIUNT
269,TRD2022081802211,Kali Rungkut,60119,Karang Tengah,15157,1,2,SIUNT
270,TRD2022081802384,Kali Rungkut,60119,Karawaci,15115,1,2,SIUNT
271,TRD2022081802336,Kali Rungkut,60119,Karukus,73555,11,13,SIUNT
272,TRD2022081802315,Kali Rungkut,60119,Kawata,92983,7,9,SIUNT
273,TRD2022081802304,Kali Rungkut,60119,Kawatuna,94233,3,4,SIUNT
274,TRD2022081802356,Kali Rungkut,60119,Kawatuna,94233,3,4,SIUNT
275,TRD2022081802379,Kali Rungkut,60119,Kedungpane,50211,2,3,SIUNT
276,TRD2022081802244,Kali Rungkut,60119,Kertadewa,31214,5,7,SIUNT
277,TRD2022081802370,Kali Rungkut,60119,Kertamukti,43362,4,6,SIUNT
278,TRD2022081802189,Kali Rungkut,60119,Kolosua,93353,9,11,SIUNT
279,TRD2022081802202,Kali Rungkut,60119,Kota Matsum II,20215,2,4,SIUNT
280,TRD2022081802340,Kali Rungkut,60119,Kota Tanjung Pandan,33411,7,8,SIUNT
281,TRD2022081802248,Kali Rungkut,60119,Krobokan,50141,2,3,SIUNT
282,TRD2022081802195,Kali Rungkut,60119,Kulim,28286,2,4,SIUNT
283,TRD2022081802395,Kali Rungkut,60119,Lae Parira,22281,9,12,SIUNT
284,TRD2022081802373,Kali Rungkut,60119,Lalang Baru,78617,5,8,SIUNT
285,TRD2022081802174,Kali Rungkut,60119,Lancang Garam,24351,9,10,SIUNT
286,TRD2022081802299,Kali Rungkut,60119,Landih,80611,5,7,SIUNT
287,TRD2022081802290,Kali Rungkut,60119,Lebong Gajah,30163,3,4,SIUNT
288,TRD2022081802182,Kali Rungkut,60119,Lempake,75118,3,5,SIUNT
289,TRD2022081802191,Kali Rungkut,60119,Lempake,75118,3,5,SIUNT
290,TRD2022081802279,Kali Rungkut,60119,Lengkong Wetan,15322,1,2,SIUNT
291,TRD2022081802241,Kali Rungkut,60119,Lok Bahu,75125,3,5,SIUNT
292,TRD2022081802159,Kali Rungkut,60119,Manurung,92981,5,7,SIUNT
293,TRD2022081802246,Kali Rungkut,60119,Marbau,21452,7,10,SIUNT
294,TRD2022081802313,Kali Rungkut,60119,Margabakti,46196,4,5,SIUNT
295,TRD2022081802281,Kali Rungkut,60119,Masebewa,86153,12,23,SIUNT
296,TRD2022081802205,Kali Rungkut,60119,Mekar Jaya,28381,6,8,SIUNT
297,TRD2022081802284,Kali Rungkut,60119,Melati Kebun,20986,7,10,SIUNT
298,TRD2022081802238,Kali Rungkut,60119,Morba,85861,12,23,SIUNT
299,TRD2022081802235,Kali Rungkut,60119,Muaro/Muara Air Dua,37485,13,16,SIUNT
300,TRD2022081802334,Kali Rungkut,60119,Neusu Aceh,23244,5,6,SIUNT
301,TRD2022081802230,Kali Rungkut,60119,Ngalas,57425,4,6,SIUNT
302,TRD2022081802280,Kali Rungkut,60119,Ngelom,61257,2,3,SIUNT
303,TRD2022081802355,Kali Rungkut,60119,Ngepoh,67271,2,3,SIUNT
304,TRD2022081802397,Kali Rungkut,60119,Padang Batung,71281,9,12,SIUNT
305,TRD2022081802369,Kali Rungkut,60119,Padang Maninjau,21455,7,10,SIUNT
306,TRD2022081802250,Kali Rungkut,60119,Pakis,68419,3,4,SIUNT
307,TRD2022081802251,Kali Rungkut,60119,Pakisan,81172,6,9,SIUNT
308,TRD2022081802210,Kali Rungkut,60119,Pal Lima,78114,4,6,SIUNT
309,TRD2022081802346,Kali Rungkut,60119,Pancurmas (Unit Jaya),31453,4,5,SIUNT
310,TRD2022081802188,Kali Rungkut,60119,Pangkalan Petal,29432,3,4,SIUNT
311,TRD2022081802306,Kali Rungkut,60119,Panjer,80225,2,3,SIUNT
312,TRD2022081802264,Kali Rungkut,60119,Panjer,80225,2,3,SIUNT
313,TRD2022081802176,Kali Rungkut,60119,Panjer,80225,2,3,SIUNT
314,TRD2022081802371,Kali Rungkut,60119,Panularan,57149,2,3,SIUNT
315,TRD2022081802308,Kali Rungkut,60119,Paubokol (Paobokol),86682,12,23,SIUNT
316,TRD2022081802216,Kali Rungkut,60119,Pemecutan,80231,2,3,SIUNT
317,TRD2022081802394,Kali Rungkut,60119,Pencong,90244,5,7,SIUNT
318,TRD2022081802363,Kali Rungkut,60119,Pengeragoan (Pengragoan),82262,6,9,SIUNT
319,TRD2022081802323,Kali Rungkut,60119,Perdamaian,24475,5,6,SIUNT
320,TRD2022081802311,Kali Rungkut,60119,Pesaren,51252,4,6,SIUNT
321,TRD2022081802175,Kali Rungkut,60119,Pinang Sebatang Barat,28772,7,10,SIUNT
322,TRD2022081802278,Kali Rungkut,60119,Plelen,51281,4,6,SIUNT
323,TRD2022081802411,Kali Rungkut,60119,Pondok Benda,15416,1,2,SIUNT
324,TRD2022081802344,Kali Rungkut,60119,Pondok Jagung Timur,15336,1,2,SIUNT
325,TRD2022081802270,Kali Rungkut,60119,Posso,96252,8,9,SIUNT
326,TRD2022081802254,Kali Rungkut,60119,Pucang Miliran,57482,4,6,SIUNT
327,TRD2022081802236,Kali Rungkut,60119,Pulo Padang,21419,7,10,SIUNT
328,TRD2022081802243,Kali Rungkut,60119,Purwadana,41361,2,3,SIUNT
329,TRD2022081802267,Kali Rungkut,60119,Purwodadi,64176,3,4,SIUNT
