created_at,shipment_order_no,awb_number,status,logistic_id,dispatch_at,delivered_at,in_process_return,return_at
2023-07-03 9:21:47,TRD2023070301574,IDE701931474752,400,24,1688643255,0,0,0
2023-07-03 9:21:47,TRD2023070301328,IDE702444065532,400,24,1688558759,0,0,0
2023-07-03 9:21:47,TRD2023070301315,IDE701453615145,400,24,1688558062,0,0,0
2023-07-03 9:21:47,TRD2023070301548,IDE702516368190,500,24,1688490379,1688648477,0,0
2023-07-03 9:21:47,TRD2023070301498,IDE701620706251,400,24,1688490380,0,0,0
2023-07-03 9:21:47,TRD2023070301552,IDE701803014016,400,24,1688643260,0,0,0
2023-07-03 9:21:47,TRD2023070301330,IDE704004170537,400,24,1688413091,0,0,0
2023-07-03 9:21:47,TRD2023070301511,IDE701594561214,400,24,1688558061,0,0,0
2023-07-03 9:21:47,TRD2023070301438,IDE701075702022,500,24,1688412084,1688645521,0,0
2023-07-03 9:21:47,TRD2023070301402,IDE703037051594,400,24,1688558760,0,0,0
2023-07-03 9:21:47,TRD2023070301294,IDE701622299214,500,24,1688412083,1688616543,0,0
2023-07-03 9:21:47,TRD2023070301448,IDE701740708693,400,24,1688558887,0,0,0
2023-07-03 9:21:47,TRD2023070301288,IDE703195816918,500,24,1688413092,1688643032,0,0
2023-07-03 9:21:47,TRD2023070301588,IDE701703084662,400,24,1688643253,0,0,0
2023-07-03 9:21:47,TRD2023070301539,IDE700318117573,400,24,1688558887,0,0,0
2023-07-03 9:21:47,TRD2023070301342,IDE700880558399,501,24,1688412077,0,0,0
2023-07-03 9:21:47,TRD2023070301384,IDE704102906035,500,24,1688412429,1688553829,0,0
2023-07-03 9:21:47,TRD2023070301287,IDE701905832553,500,24,1688412581,1688488585,0,0
2023-07-03 9:21:47,TRD2023070301310,IDE703269116086,400,24,1688558759,0,0,0
2023-07-03 9:21:47,TRD2023070301318,IDE702152316207,500,24,1688490380,1688556345,0,0
2023-07-03 9:21:47,TRD2023070301446,IDE701351799465,400,24,1688558061,0,0,0
2023-07-03 9:21:47,TRD2023070301409,IDE701864828789,400,24,1688412582,0,0,0
2023-07-03 9:21:47,TRD2023070301604,IDE701251486795,400,24,1688643253,0,0,0
2023-07-03 9:21:47,TRD2023070301227,IDE700817194603,500,24,1688490379,1688563582,0,0
2023-07-03 9:21:47,TRD2023070301268,IDE701241017689,400,24,1688642765,0,0,0
