Id,provinceId,Pulau,provinceName,typeLabel,cityName,Daerah,Latitude,Longitude,postalCode,regionWage,population,marketValue,probability
177,28,Sulawesi,Sulawesi Selatan,Kabupaten,Tana Toraja,Kabupaten Tana Toraja,-3.086371,119.904811,91811,3384876,291046,985042233096,0.00322
178,28,Sulawesi,Sulawesi Selatan,Kabupaten,Toraja Utara,Kabupaten Toraja Utara,-2.958132,119.935797,91853,3384876,268198,907496912648,0.00297
179,28,Sulawesi,Sulawesi Selatan,Kabupaten,Wajo,Kabupaten Wajo,-3.783826,120.104919,90911,3384876,379706,1286112125856,0.00420
180,29,Sulawesi,Sulawesi Tengah,Kabupaten,Banggai,Kabupaten Banggai,-1.71458,123.250741,94711,2566281,366224,940868804144,0.00308
181,29,Sulawesi,Sulawesi Tengah,Kabupaten,Banggai Kepulauan,Kabupaten Banggai Kepulauan,0.800005,123.080234,94881,2587999,121684,314889464316,0.00103
182,29,Sulawesi,Sulawesi Tengah,Kabupaten,Buol,Kabupaten Buol,1.251668,121.838729,94511,2772286,146628,406047381608,0.00133
183,29,Sulawesi,Sulawesi Tengah,Kabupaten,Donggala,Kabupaten Donggala,-0.423099,119.841901,94356,2594454,302965,786405981010,0.00257
184,29,Sulawesi,Sulawesi Tengah,Kabupaten,Morowali,Kabupaten Morowali,-2.484031,121.911621,94974,3236848,167910,543190432480,0.00178
185,29,Sulawesi,Sulawesi Tengah,Kota,Palu,Kota Palu,-0.883391,119.481491,94111,3073895,377030,1159818174850,0.00379
186,29,Sulawesi,Sulawesi Tengah,Kabupaten,Parigi Moutong,Kabupaten Parigi Moutong,0.53997,119.710356,94561,2690668,443170,1192865600760,0.00390
187,29,Sulawesi,Sulawesi Tengah,Kabupaten,Poso,Kabupaten Poso,-1.39572,120.756019,94611,2772644,248345,688700028180,0.00225
188,29,Sulawesi,Sulawesi Tengah,Kabupaten,Sigi,Kabupaten Sigi,0.325773,119.645813,94362,2599546,261676,680168052296,0.00222
189,29,Sulawesi,Sulawesi Tengah,Kabupaten,Tojo Una-Una,Kabupaten Tojo Una-Una,-1.229568,121.456883,94681,2599546,166339,432477038194,0.00141
190,29,Sulawesi,Sulawesi Tengah,Kabupaten,Toli-Toli,Kabupaten Toli-Toli,0.888926,120.764719,94516,2599546,226794,589496502684,0.00193
191,29,Sulawesi,Sulawesi Tengah,Kabupaten,Banggai Laut,Kabupaten Banggai Laut,-1.675078,123.044016,94892,2599546,70872,184237117312,0.00060
192,29,Sulawesi,Sulawesi Tengah,Kabupaten,Morowali Utara,Kabupaten Morowali Utara,0.900303,121.677543,94971,3359224,122240,410618818560,0.00134
193,30,Sulawesi,Sulawesi Tenggara,Kota,Bau-Bau,Kota Bau-Bau,-5.469289,122.604655,93711,2758948,167519,461784667212,0.00151
194,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Bombana,Kabupaten Bombana,-4.505136,121.85307,93762,2758948,151910,419290530480,0.00137
195,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Buton,Kabupaten Buton,-5.17652,122.302107,93711,2758948,117040,322749086720,0.00106
196,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Buton Utara,Kabupaten Buton Utara,-4.855191,122.726028,93761,2758948,67714,186789737872,0.00061
197,30,Sulawesi,Sulawesi Tenggara,Kota,Kendari,Kota Kendari,-3.995386,122.515081,93111,2993730,350267,1047933132910,0.00343
198,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Kolaka,Kabupaten Kolaka,-4.079712,121.897202,93511,3107229,241366,749783617594,0.00245
199,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Kolaka Utara,Kabupaten Kolaka Utara,-3.543106,122.293009,93562,2758948,139234,384110781432,0.00126
200,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Konawe,Kabupaten Konawe,-4.166719,122.2521,93411,2854014,261116,746993267744,0.00244
201,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Konawe Selatan,Kabupaten Konawe Selatan,-4.155098,122.583667,93811,2758948,312674,862348440752,0.00282
202,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Konawe Utara,Kabupaten Konawe Utara,-3.493091,122.805502,93571,2854014,68950,196800616900,0.00064
203,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Muna,Kabupaten Muna,-4.897745,122.600079,93611,2758948,218956,604121882288,0.00197
204,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Wakatobi,Kabupaten Wakatobi,-5.348188,123.605246,93791,2758948,113122,311881071456,0.00102
205,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Konawe Kepulauan,Kabupaten Konawe Kepulauan,-5.507226,122.786954,93881,2758948,37639,103702811572,0.00034
206,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Kolaka Timur,Kabupaten Kolaka Timur,-4.068587,121.826181,93572,2758948,120966,333661621168,0.00109
207,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Muna Barat,Kabupaten Muna Barat,-4.997515,122.60566,93671,2758948,84777,233696529596,0.00076
208,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Buton Selatan,Kabupaten Buton Selatan,-5.137606,122.956079,93753,2758948,95472,263011001856,0.00086
209,30,Sulawesi,Sulawesi Tenggara,Kabupaten,Buton Tengah,Kabupaten Buton Tengah,-4.133168,122.518497,93771,2758948,116599,321727342052,0.00105
210,31,Sulawesi,Sulawesi Utara,Kota,Bitung,Kota Bitung,1.452365,125.184611,95511,3485000,229795,800265367500,0.00262
211,31,Sulawesi,Sulawesi Utara,Kabupaten,Bolaang Mongondow (Bolmong),Kabupaten Bolaang Mongondow,0.73363,124.710273,95711,3485000,248751,867073881250,0.00283
212,31,Sulawesi,Sulawesi Utara,Kabupaten,Bolaang Mongondow Selatan,Kabupaten Bolaang Mongondow Selatan,0.601825,124.4335,95751,3485000,71481,249477518500,0.00082
213,31,Sulawesi,Sulawesi Utara,Kabupaten,Bolaang Mongondow Timur,Kabupaten Bolaang Mongondow Timur,0.94251,125.268593,95781,3485000,92299,321047895500,0.00105
214,31,Sulawesi,Sulawesi Utara,Kabupaten,Bolaang Mongondow Utara,Kabupaten Bolaang Mongondow Utara,0.896073,124.529053,95761,3485000,84543,294788693500,0.00096
215,31,Sulawesi,Sulawesi Utara,Kabupaten,Kepulauan Sangihe,Kabupaten Kepulauan Sangihe,3.645085,125.615066,95811,3485000,140165,488194225000,0.00160
216,31,Sulawesi,Sulawesi Utara,Kabupaten,Kepulauan Siau Tagulandang Biaro (Sitaro),Kabupaten Kepulauan Siau Tagulandang Biaro,2.546334,125.470039,95862,3485000,71817,250460545000,0.00082
217,31,Sulawesi,Sulawesi Utara,Kabupaten,Kepulauan Talaud,Kabupaten Kepulauan Talaud,4.109578,126.809313,95881,3485000,95545,332754577500,0.00109
218,31,Sulawesi,Sulawesi Utara,Kota,Kotamobagu,Kota Kotamobagu,0.736161,124.3212,95711,3485000,125405,436384767500,0.00143
219,31,Sulawesi,Sulawesi Utara,Kota,Manado,Kota Manado,1.493416,124.841685,95231,3530000,454606,1604939318000,0.00525
220,31,Sulawesi,Sulawesi Utara,Kabupaten,Minahasa,Kabupaten Minahasa,1.195111,124.954394,95611,3485000,350317,1221839705000,0.00399
221,31,Sulawesi,Sulawesi Utara,Kabupaten,Minahasa Selatan,Kabupaten Minahasa Selatan,1.070894,124.813615,95953,3485000,241680,842718600000,0.00275
222,31,Sulawesi,Sulawesi Utara,Kabupaten,Minahasa Tenggara,Kabupaten Minahasa Tenggara,1.324793,124.97396,95996,3485000,118023,410375755000,0.00134
223,31,Sulawesi,Sulawesi Utara,Kabupaten,Minahasa Utara,Kabupaten Minahasa Utara,1.480495,124.92493,95378,3485000,229368,798021180000,0.00261
224,31,Sulawesi,Sulawesi Utara,Kota,Tomohon,Kota Tomohon,1.327994,124.836267,95411,3485000,101151,352201485000,0.00115
225,32,Sumatera,Sumatera Barat,Kabupaten,Agam,Kabupaten Agam,-0.254882,100.233707,26164,2742476,540905,1483038121380,0.00485
226,32,Sumatera,Sumatera Barat,Kota,Bukittinggi,Kota Bukittinggi,-0.303001,100.369957,26115,2742476,122311,335398357036,0.00110
227,32,Sumatera,Sumatera Barat,Kabupaten,Dharmasraya,Kabupaten Dharmasraya,-1.179729,101.341942,27678,2742476,234713,643036045188,0.00210
228,32,Sumatera,Sumatera Barat,Kabupaten,Kepulauan Mentawai,Kabupaten Kepulauan Mentawai,-1.043182,99.31581,25392,2742476,89401,245286081276,0.00080
229,32,Sumatera,Sumatera Barat,Kabupaten,Lima Puluh Koto/Kota,Kabupaten Lima Puluh Koto/Kota,-0.059909,100.634706,26257,2742476,385634,1058306624984,0.00346
230,32,Sumatera,Sumatera Barat,Kota,Padang,Kota Padang,-0.939989,100.35412,25111,2742476,919145,2521861940420,0.00824
231,32,Sumatera,Sumatera Barat,Kota,Padang Panjang,Kota Padang Panjang,-0.474482,100.407045,27111,2742476,57850,158674957400,0.00052
232,32,Sumatera,Sumatera Barat,Kabupaten,Padang Pariaman,Kabupaten Padang Pariaman,-0.57461,100.148899,25511,2742476,436129,1196728083904,0.00391
233,32,Sumatera,Sumatera Barat,Kota,Pariaman,Kota Pariaman,-0.618291,100.120634,25582,2742476,96719,265332725444,0.00087
234,32,Sumatera,Sumatera Barat,Kabupaten,Pasaman,Kabupaten Pasaman,0.148999,99.654716,26311,2742476,307425,843050249900,0.00276
235,32,Sumatera,Sumatera Barat,Kabupaten,Pasaman Barat,Kabupaten Pasaman Barat,-0.356482,99.872362,26566,2742476,442479,1212871769704,0.00396
236,32,Sumatera,Sumatera Barat,Kota,Payakumbuh,Kota Payakumbuh,-0.220657,100.634769,26211,2742476,143325,393049355700,0.00128
237,32,Sumatera,Sumatera Barat,Kabupaten,Pesisir Selatan,Kabupaten Pesisir Selatan,-1.301821,100.211183,25673,2742476,516518,1417517277768,0.00463
238,32,Sumatera,Sumatera Barat,Kota,Sawah Lunto,Kota Sawah Lunto,-0.687642,100.783294,27411,2742476,67769,186102714044,0.00061
239,32,Sumatera,Sumatera Barat,Kabupaten,Sijunjung (Sawah Lunto Sijunjung),Kabupaten Sijunjung,-0.679012,101.253522,27511,2742476,235040,644493782240,0.00211
240,32,Sumatera,Sumatera Barat,Kabupaten,Solok,Kabupaten Solok,-0.792548,100.652947,27383,2742476,397829,1090627716154,0.00357
241,32,Sumatera,Sumatera Barat,Kota,Solok,Kota Solok,-0.789275,100.653445,27381,2742476,75850,208039051700,0.00068
242,32,Sumatera,Sumatera Barat,Kabupaten,Solok Selatan,Kabupaten Solok Selatan,-1.183242,100.638436,27681,2742476,188649,517998153324,0.00169
243,32,Sumatera,Sumatera Barat,Kabupaten,Tanah Datar,Kabupaten Tanah Datar,-0.453214,100.531948,27211,2742476,376276,1029982077776,0.00337
244,33,Sumatera,Sumatera Selatan,Kabupaten,Banyuasin,Kabupaten Banyuasin,-2.434015,104.583599,30911,3194895,852576,2723936771520,0.00890
245,33,Sumatera,Sumatera Selatan,Kabupaten,Empat Lawang,Kabupaten Empat Lawang,-3.730898,102.78492,31511,3404177,357673,1217294800521,0.00398
246,33,Sumatera,Sumatera Selatan,Kabupaten,Lahat,Kabupaten Lahat,-3.798075,103.516954,31411,3404177,441174,1500774643148,0.00491
247,33,Sumatera,Sumatera Selatan,Kota,Lubuk Linggau,Kota Lubuk Linggau,-3.284603,102.855535,31611,3144446,240238,754979070148,0.00247
248,33,Sumatera,Sumatera Selatan,Kabupaten,Muara Enim,Kabupaten Muara Enim,-3.549068,103.85882,31311,3538556,624019,2208533908064,0.00722
249,33,Sumatera,Sumatera Selatan,Kabupaten,Musi Banyuasin,Kabupaten Musi Banyuasin,-2.689627,104.380374,30711,3502873,633124,2218133124652,0.00725
250,33,Sumatera,Sumatera Selatan,Kabupaten,Musi Rawas,Kabupaten Musi Rawas,-2.77162,103.008349,31661,3404177,402674,1370447583498,0.00448
251,33,Sumatera,Sumatera Selatan,Kabupaten,Ogan Ilir,Kabupaten Ogan Ilir,-3.446469,104.618896,30611,3404177,422907,1438883042739,0.00470
252,33,Sumatera,Sumatera Selatan,Kabupaten,Ogan Komering Ilir,Kabupaten Ogan Komering Ilir,-3.446607,104.488097,30655,3404177,776690,2645364996363,0.00865
253,33,Sumatera,Sumatera Selatan,Kabupaten,Ogan Komering Ulu,Kabupaten Ogan Komering Ulu,-4.002411,103.873268,32156,3404177,375538,1278324936626,0.00418
254,33,Sumatera,Sumatera Selatan,Kabupaten,Ogan Komering Ulu Selatan,Kabupaten Ogan Komering Ulu Selatan,-4.235329,103.530487,32274,3404177,426687,1452867310999,0.00475
255,33,Sumatera,Sumatera Selatan,Kabupaten,Ogan Komering Ulu Timur,Kabupaten Ogan Komering Ulu Timur,-3.60614,103.975773,32184,3464303,656857,2273694061571,0.00743
256,33,Sumatera,Sumatera Selatan,Kota,Pagar Alam,Kota Pagar Alam,-4.036926,103.267032,31512,3404177,147071,500474810367,0.00164
257,33,Sumatera,Sumatera Selatan,Kota,Palembang,Kota Palembang,-2.987319,104.736009,30111,3565409,1707996,6086767170384,0.01990
258,33,Sumatera,Sumatera Selatan,Kota,Prabumulih,Kota Prabumulih,-3.43947,104.242479,31111,3404177,199047,678145988219,0.00222
259,33,Sumatera,Sumatera Selatan,Kabupaten,Penukal Abab Lematang Ilir,Kabupaten Penukal Abab Lematang Ilir,-4.031489,103.097979,31214,3404177,200000,680835400000,0.00223
260,33,Sumatera,Sumatera Selatan,Kabupaten,Musi Rawas Utara,Kabupaten Musi Rawas Utara,-2.372244,103.030468,31654,3404177,192369,655707091113,0.00214
261,34,Sumatera,Sumatera Utara,Kabupaten,Asahan,Kabupaten Asahan,2.766106,99.047137,21211,3024300,787681,2381135180300,0.00778
262,34,Sumatera,Sumatera Utara,Kabupaten,Batu Bara,Kabupaten Batu Bara,3.287994,99.507255,21255,3410034,416367,1421237538278,0.00465
263,34,Sumatera,Sumatera Utara,Kota,Binjai,Kota Binjai,3.601034,98.485377,20711,2803941,300009,841236725969,0.00275
264,34,Sumatera,Sumatera Utara,Kabupaten,Dairi,Kabupaten Dairi,2.932329,98.132973,22211,2710493,315460,855777678980,0.00280
265,34,Sumatera,Sumatera Utara,Kabupaten,Deli Serdang,Kabupaten Deli Serdang,3.480805,98.664792,20511,3400015,1953986,6647727279790,0.02173
266,34,Sumatera,Sumatera Utara,Kota,Gunungsitoli,Kota Gunungsitoli,1.277031,97.635925,22811,2776496,137583,381015478528,0.00125
267,34,Sumatera,Sumatera Utara,Kabupaten,Humbang Hasundutan,Kabupaten Humbang Hasundutan,2.33024,98.663552,22411,2710493,202299,548911806507,0.00179
268,34,Sumatera,Sumatera Utara,Kabupaten,Karo,Kabupaten Karo,3.028802,98.277303,22111,3274725,414429,1356844065425,0.00444
269,34,Sumatera,Sumatera Utara,Kabupaten,Labuhan Batu,Kabupaten Labuhan Batu,2.256043,100.043743,21411,3116458,508024,1581793926032,0.00517
270,34,Sumatera,Sumatera Utara,Kabupaten,Labuhan Batu Selatan,Kabupaten Labuhan Batu Selatan,1.978433,100.095751,21464,3081813,316798,977073088074,0.00319
271,34,Sumatera,Sumatera Utara,Kabupaten,Labuhan Batu Utara,Kabupaten Labuhan Batu Utara,2.358065,100.354073,21455,3116458,381994,1191394491272,0.00389
272,34,Sumatera,Sumatera Utara,Kabupaten,Langkat,Kabupaten Langkat,3.792181,98.385996,20811,2902505,1039926,3015775669130,0.00986
273,34,Sumatera,Sumatera Utara,Kabupaten,Mandailing Natal,Kabupaten Mandailing Natal,0.847732,99.250065,22911,2874312,484874,1394146606128,0.00456
274,34,Sumatera,Sumatera Utara,Kota,Medan,Kota Medan,3.595196,98.672222,20111,3624117,2494512,9049683830144,0.02958
275,34,Sumatera,Sumatera Utara,Kabupaten,Nias,Kabupaten Nias,1.039533,97.529608,22876,2723199,149249,406280877351,0.00133
276,34,Sumatera,Sumatera Utara,Kabupaten,Nias Barat,Kabupaten Nias Barat,1.051498,97.447908,22863,2710493,91346,247682375378,0.00081
277,34,Sumatera,Sumatera Utara,Kabupaten,Nias Selatan,Kabupaten Nias Selatan,0.760118,97.702262,22874,2710493,373674,1013596757582,0.00331
278,34,Sumatera,Sumatera Utara,Kabupaten,Nias Utara,Kabupaten Nias Utara,1.1157,97.597712,22861,2710493,150780,409231882340,0.00134
279,34,Sumatera,Sumatera Utara,Kabupaten,Padang Lawas,Kabupaten Padang Lawas,1.454282,99.246087,22711,2959919,267275,791504383525,0.00259
280,34,Sumatera,Sumatera Utara,Kabupaten,Padang Lawas Utara,Kabupaten Padang Lawas Utara,1.6203,99.492513,22756,2959919,267275,791504383525,0.00259
281,34,Sumatera,Sumatera Utara,Kota,Padang Sidempuan,Kota Padang Sidempuan,1.369063,99.273018,22727,2885309,225105,649981150345,0.00212
282,34,Sumatera,Sumatera Utara,Kabupaten,Pakpak Bharat,Kabupaten Pakpak Bharat,3.635995,98.545156,22271,2716161,54609,148477212449,0.00049
283,34,Sumatera,Sumatera Utara,Kota,Pematang Siantar,Kota Pematang Siantar,2.963409,99.060574,21111,2711301,268254,727367856554,0.00238
284,34,Sumatera,Sumatera Utara,Kabupaten,Samosir,Kabupaten Samosir,2.584514,98.863784,22392,2710493,139337,377611696741,0.00123
285,34,Sumatera,Sumatera Utara,Kabupaten,Serdang Bedagai,Kabupaten Serdang Bedagai,3.432974,99.112736,20995,3070171,667998,2046517596098,0.00669
286,34,Sumatera,Sumatera Utara,Kota,Sibolga,Kota Sibolga,1.736818,98.784193,22511,3197759,90366,288747800794,0.00094
287,34,Sumatera,Sumatera Utara,Kabupaten,Simalungun,Kabupaten Simalungun,2.971524,99.000226,21161,2800790,1021615,2857520517850,0.00934
288,34,Sumatera,Sumatera Utara,Kota,Tanjung Balai,Kota Tanjung Balai,2.961995,99.800549,21311,3022759,175223,529899190657,0.00173
289,34,Sumatera,Sumatera Utara,Kabupaten,Tapanuli Selatan,Kabupaten Tapanuli Selatan,-1.7854,99.100706,22742,3090695,307312,949425767040,0.00310
290,34,Sumatera,Sumatera Utara,Kabupaten,Tapanuli Tengah,Kabupaten Tapanuli Tengah,1.815388,98.883182,22611,3019194,374734,1130582306396,0.00370
291,34,Sumatera,Sumatera Utara,Kabupaten,Tapanuli Utara,Kabupaten Tapanuli Utara,2.06944,99.858572,22411,2739641,318424,873191067984,0.00285
292,34,Sumatera,Sumatera Utara,Kota,Tebing Tinggi,Kota Tebing Tinggi,3.330128,99.149764,20611,2731150,177785,485762815750,0.00159
293,34,Sumatera,Sumatera Utara,Kabupaten,Toba Samosir,Kabupaten Toba Samosir,2.371365,99.143379,22311,2882740,212133,611212486120,0.00200
